REPORT ID,TITLE,YEAR,CREATOR,CONTRIBUTOR,REGION,REGION NEIGHBORHOODS,CALL NUMBER,TABLE OF CONTENTS,PATH
4781,North Philadelphia Plan [1987],1987,Philadelphia City Planning Commission,,North Philadelphia,"Allegheny West,Brewerytown,Fairhill,Fairmount,Hartranft,Hunting Park,Juniata Park,Logan,North Central,Northern Liberties,Olde Kensington,Poplar,Strawberry Mansion,Swamp Poodle,Tioga,Yorktown",HT 177 P5 P5332 1987,"pp. 1: select a section,pp. 1: Original Cover,pp. 3: Title Page,pp. 5: Table of Contents,pp. 6: Maps,pp. 7: Charts,pp. 8: A Guide to the Publication,pp. 11: Chapter 1: Introduction,pp. 13: Map: North Philadelphia: Location and Planning Analysis Sections,pp. 17: Map: Major Features,pp. 19: Map: North Philadelphia Neighborhoods,pp. 20: Hispanic and Black Populations, 1980,pp. 25: Chapter 2: District Wide Recommendations,pp. 27: Map: New Subsidized Housing, 1980-1985,pp. 34: Map: Long-Term Residential Vacancy, 1984,pp. 38: Map: Owner-Occupied Housing, 1980,pp. 47: Map: Cp,,ercoa; and Industrial Development Areas,pp. 49: Map: Persons Below Poverty,pp. 51: Map: Female-Headed Households with Children Under 18, 1980,pp. 53: Map: Unemployment,pp. 69: Map: Public Health Centers and Hospitals,pp. 73: Map: Recreation Facilities,pp. 75: Map: Transportation Facilities,pp. 81: Map: Schools and Libraries,pp. 91: Map: Police and Fire Dept. Facilities,pp. 93: Chapter 3: Community Plans,pp. 95: Map: North Philadelphia Physical Development Concept,pp. 97: Map: North Philadelphia District Center - Existing Conditions,pp. 99: Map: North Philadelphia District Center - Recommendations,pp. 102: Map: Fairhill/West Kensington/St. Edward's - Existing Conditions,pp. 103: Map: Fairhill/West Kensington/St. Edward's - Recommendations,pp. 106: Map: St. Hugh - Existing Conditions,pp. 107: Map: St. Hugh - Recommendations,pp. 110: Map: Tioga/Nicetown/Hunting Park - Existing Conditions,pp. 111: Map: Tioga/Nicetown/Hunting Park - Recommendations,pp. 113: Map: North Central Community,pp. 115: Map: Broad and Susquehanna Development Area - Existing Conditions,pp. 116: Map: Broad and Susquehanna Development Area - Recommendations,pp. 118: Map: Cecil B. Moore Avenue Development Area - Existing Conditions,pp. 119: Map: Cecil B. Moore Avenue Development Area - Recommendations,pp. 123: Map: East of Broad Development Area - Existing Conditions,pp. 124: Map: East of Broad Development Area - Recommendations,pp. 127: Map: Strawberry Mansion - Existing Conditions,pp. 128: Map: Strawberry Mansion - Recommendations,pp. 131: Map: Allegheny West - Existing Conditions,pp. 132: Map: Allegheny West - Recommendations,pp. 134: Map: Francisville/Spring Garden/Fairmount - Existing Conditions,pp. 135: Map: Francisville/Spring Garden/Fairmount - Recommendations,pp. 138: Map: Poplar/Northern Liberties/Olde Kensington/Kensington South/Ludlow - Existing Conditions,pp. 139: Map: Poplar/Northern Liberties/Olde Kensington/Kensington South/Ludlow - Recommendations,pp. 143: Chapter 4: The Challenge",
5931,North Philadelphia Redevelopment Area Plan,1968,Philadelphia City Planning Commission,,North Philadelphia,"Allegheny West,Brewerytown,Fairhill,Fairmount,Hartranft,Hunting Park,Juniata Park,Logan,North Central,Northern Liberties,Olde Kensington,Poplar,Strawberry Mansion,Swamp Poodle,Tioga,Yorktown",NA 9100 P494 N67 1968,"pp. 1: select a section,pp. 1: Cover,pp. 2: Table of Contents,pp. 3: Letter of Transmittal,pp. 4: Certification,pp. 6: The Commission,pp. 7: Introduction,pp. 8: Existing Conditions,pp. 9: Photos: Blighted Conditions,pp. 10: Objectives,pp. 11: Map: Existing Land Use,pp. 12: Map: Proposed Land Use,pp. 13: Proposed Land Use,pp. 14: Housing of Displaced Families,pp. 14: Estimated Cost of Acquisition,pp. 15: Map: Public Improvement and Street Changes,pp. 16: Public Improvements and Street Changes,pp. 17: Continuing Controls,pp. 17: Proposed Standards of Development,pp. 18: Map: Land Use Intensity,pp. 19: Activitiy Intensities,pp. 20: Illustrative Site Plan,pp. 21: Map: Illustrative Site Plan",
2608,North Triangle redevelopment area plan.,1950,Philadelphia City Planning Commission,,Center City East,"Center City West,Fitler Square,Rittenhouse Square,Spring Garden",NA 9127 P4 A27,"pp. 1: select a section,pp. 3: Table of Contents,pp. 4: Photo: Plan for apartment house development in a portion of the Triangle Redelopment Area...,pp. 5: Foreword,pp. 7: Map: North Triangle Area,pp. 8: Map 1: Existing Land Use,pp. 9: I. Boundaries and Existing Land Use,pp. 10: Map 2: Proposed Land Use,pp. 11: II. Proposed Land Uses Following Redevelopment,pp. 12: III. Proposed Standards of Population Densities, Land Coverage, and Building Intensities,pp. 12: Table 1: Recommended Maximum Standards,pp. 13: Map 3: Preliminary Site Plan 1,pp. 14: Map 4: Preliminary Site Plan 2,pp. 15: IV. Preliminary Site Plan,pp. 15: Table 2: Preliminary Site Plan Data,pp. 18: Map 5: Proposed Zoning Changes,pp. 19: V. Proposed Zoning Changes,pp. 20: Map 6: Proposed Street Layout,pp. 21: VI. Proposed Changes in Street Layout,pp. 24: Map 7: Proposed Transit Lines,pp. 25: VII. Prosed Changes in Transit Lines,pp. 26: VIII. Rehousing of Displaced Persons,pp. 27: Map 8: 1949 Assessed Valuation,pp. 28: Map 9: Redevelopment Areas,pp. 29: IX. Estimated Cost of Acquisition,pp. 30: Table 3: Assessed Valuation and Estimated Acquisition Cost of Redevelopment Areas,pp. 31: X. Proposed Controls,pp. 36: Map 10: Proposed Project Programming,pp. 37: Conclusions and Recommendations for Action",
5985,"Northern Liberties, Case Study of",1982,Philadelphia City Planning Commission,,Frankford / Kensington,"Fishtown,Frankford,Harrowgate,Kensington,Port Richmond,Richmond,West Kensington",HT 177 P5 J378 1982,"pp. 1: select a section,pp. 1: Original Cover,pp. 3: The Commission,pp. 5: Contents,pp. 6: Summary,pp. 10: 1. Introduction,pp. 14: 2. Neighborhood Profile,pp. 22: 3. Survey of Residents,pp. 26: 4. Indicators of Displacement,pp. 34: 5. Conclusions and Recommendations,pp. 40: Appendix I: Public Investment in Northern Liberties,pp. 42: Appendix II: Neighborhood Sub-Area Profiles",
5923,Northwest Philadelphia District Plan: 1966,1966,Philadelphia City Planning Commission,,Northwest Area,"Chestnut Hill,East Falls,East Mount Airy,Germantown,Manayunk,Mount Airy,Roxborough,West Mount Airy,Wissahickon",HT 168 P43 A45 1966,"pp. 1: select a section,pp. 1: Title Page,pp. 2: Letter of Transmittal,pp. 3: Contents,pp. 4: List of Illustrations,pp. 6: Introduction,pp. 8: Aerial Photo,pp. 9: 1. Perspective on the Northwest,pp. 11: Map: Topography,pp. 13: Map: Building Coverage - 1965,pp. 15: Map: Population 1950 & 1965,pp. 16: Map: Population - 1985,pp. 21: Map: Existing Land Use - 1965,pp. 23: 2. Development of Objectives,pp. 30: Map: Aerial Perspective - Northwest District,pp. 31: 3. The Physical Image,pp. 37: Map: District Structure,pp. 39: 4. The Plan Proposals,pp. 47: Map: Northwestern Avenue Bypass, Upper Roxborough,pp. 50: Map: Transportation System - 1985,pp. 51: Map: The Plan for Transportation,pp. 56: Map: Existing Residential Density,pp. 57: Map: The Plan for Residential Density,pp. 65: Map: The Plan for Commerce and Industry,pp. 73: Map; The Plan for Education,pp. 79: Map: The Plan for Recreation,pp. 83: Map: The Plan for Community Facilities,pp. 85: Map: Land Use - 1985,pp. 87: 5. Community Plans,pp. 91: Map: Schuylkill River Communities - Land Use - 1985,pp. 93: Map: East Falls - Land Use - 1985,pp. 97: Map: Ridge Avenue Communities - Land Use - 1985,pp. 101: Map: Germantown High School Area,pp. 102: Map: Germantown Avenue Communities - Land Use - 1985,pp. 103: Map: Germantown Avenue Communities - Land Use - 1985,pp. 107: Map: Stenton and Cheltenham Avenue Communities - Land Use - 1985,pp. 109: 6. Costs and Strategy",
4783,Northwest Philadelphia District Plan: 1967,1967,Philadelphia City Planning Commission,,,,HT 168 P43 A452 1967,"pp. 1: select a section,pp. 1: Cover,pp. 2: Title Page,pp. 3: Letter of Transmittal,pp. 4: Contents,pp. 5: Introduction,pp. 6: The Plan for Residential Density,pp. 7: Map: The Plan for Residential Density,pp. 8: The Plan for Transportation,pp. 9: Surface Transportation,pp. 10: Map: The Plan for Transportation,pp. 11: The Plan for Commerce,pp. 13: Institutional Land Use,pp. 14: Map: The Plan for Land Use - 1985",
4093,Northwest Temple redevelopment area plan.,1955,Philadelphia City Planning Commission,,North Philadelphia,"Allegheny West,Brewerytown,Fairhill,Fairmount,Hartranft,Hunting Park,Juniata Park,Logan,North Central,Northern Liberties,Olde Kensington,Poplar,Strawberry Mansion,Swamp Poodle,Tioga,Yorktown",NA 9127 P4 A28,"pp. 1: select a section,pp. 1: Front cover--recto,pp. 2: Front cover--verso,pp. 3: Title page,pp. 4: Philadelphia Planning Commission,pp. 5: Contents,pp. 6: Letter of Transmittal,pp. 7: Foreword,pp. 8: Introduction,pp. 9: Map: Traffic Patterns,pp. 10: Map:1  Existing Land Use,pp. 11: Photo: Photograph of Blighted Area,pp. 12: Map 2: Proposed Land Use,pp. 14: Table 1: Exisiting Number of Occupied Dwellings,pp. 14: Table 2: Assumed Distribution of Dwelling Units,pp. 15: Table 3: Recommended Standards for Land Coverage,pp. 15: Table 4: Standards for Development of the Residential Area,pp. 16: Map 3: Existing Zoning,pp. 17: Map 4: Proposed Zoning,pp. 18: Map 5: Existing Traffic Pattern,pp. 19: Map 6: Proposed Traffic Pattern,pp. 20: Map 7: Proposed Street Changes,pp. 21: Map 8: Proposed Transit Lines,pp. 22: Map: Assesed Values,pp. 23: Table 5: Assessed Valuation,pp. 24: Map 9: Proposed Areas and Programming,pp. 25: Table 6: Acquisition Cost,pp. 26: Rehousing of Displaced Families,pp. 27: Controls,pp. 30: The Plan,pp. 31: Map: The Plan,pp. 32: Table 7: Analysis of Preliminary Site Plan,pp. 33: Map: Preliminary Site Plan",
2591,Old City Philadelphia,1979,Philadelphia City Planning Commission,Albert & Charles Boni,Center City East,"Center City East,Olde City,Riverfront,Society Hill,Washington Square",HT 168 P43 O4 1979,"pp. 1: select a section,pp. 1: Cover,pp. 2: The Commission,pp. 3: Title Page,pp. 4: Contents,pp. 6: Context,pp. 10: Land Use,pp. 12: Map: Land Use in 1971,pp. 13: Map: Land Use in 1976,pp. 14: Zoning,pp. 15: Social Character,pp. 17: Photo: Loft Rehabilitation,pp. 17: Physical Character,pp. 22: Photo: Open Space,pp. 22: Historic Value,pp. 26: Architecture,pp. 30: Photo: Example of Cast Iron,pp. 31: Photo: Example of Stone Italianate,pp. 32: Photo: Example Picturesque Eclectic,pp. 33: Photo: Example of Twentieth Century Revival,pp. 34: Photo: Ornamental Details,pp. 35: Building Condition,pp. 36: Photo: Signage,pp. 37: Photo: Signage (continued),pp. 38: Preservation,pp. 41: Public Improvements,pp. 42: On-Going Studies",
2720,Old City Study: Part A,1978,Venturi and Rauch,"E.L. Crow,Vuchic and Dunlay",Center City East,"Center City East,Olde City,Riverfront,Society Hill,Washington Square",HT 177 P5 V45 pt. A,"pp. 1: select a section,pp. 1: Title page,pp. 3: Table of Contents,pp. 9: List of Figures,pp. 10: List of Tables,pp. 12: List of Maps,pp. 13: Acknowledgements,pp. 15: I. Report Summary,pp. 16: I. Report Summary,pp. 16: A. Overview,pp. 17: Map I-1: Old City Planning Area: Study Area,pp. 21: B. Major Findings, Problems and Recommendations,pp. 25: II. Specific Recommendations,pp. 26: A. Residential Alley Improvements,pp. 28: Map II-1: Old City Planning Area: Public Improvements,pp. 29: Table II-1: Alleyway Improvement Costs,pp. 30: Business District Improvements,pp. 32: Table II-2: Business District Improvement Costs,pp. 33: C. Neighborhood Commercial Revitalization Area,pp. 34: D. Section Eight Housing,pp. 35: E. Facade Easements,pp. 36: Map II-2: Old City Planning Area: Priority Facade Easement Sites,pp. 37: Table II-3: Facade Easement Sites,pp. 38: F. Facade Easements combined with the Neighborhood Assistance Act,pp. 38: G. Tax Reform Act of 1976,pp. 39: H. Modification of Building, Zoning, and Housing Codes,pp. 40: I. Development Guidelines,pp. 41: J. Development and Marketing Programs,pp. 43: K. Equitable Real Estate Assessments,pp. 44: L. Transit Improvements,pp. 45: M. Traffic Flow Improvements,pp. 46: Table II-4: Third and Second Streets Capacity - Vehicles/Hour,pp. 47: Map II-3: Old City Planning Area: Existing Street Capacity,pp. 48: Map II-4: Old City Planning Area: Proposed Street Capacity,pp. 49: N. Parking and Recreation Facilities under the Benjamin Franklin Bridge,pp. 51: O. Alternative Parking Garage Sites,pp. 52: Table II-5: Existing Parking Capacity,pp. 53: Map II-5: Old City Planning Area: Transportation Analysis Blocks,pp. 55: Map II-6: Old city Planning Area: Parking Improvements,pp. 56: P. Off Street Loading,pp. 57: Map II-7: Old City Planning Area: Off-Street Loading Improvements,pp. 58: Table II-6: Off-Street Loading Facilities,pp. 59: Map II-8: Old City Planning Area: Percent Through Trips,pp. 60: III. Funding and Task Relocation,pp. 61: A. Overall Program,pp. 62: Table III-1: Implementation Program Budget Allocation,pp. 63: Table III-1: Implementation Program Budget Allocation (Page 2),pp. 64: Table III-1: Implementation Program Budget Allocation (Page 3),pp. 65: B. Individual Actions,pp. 70: Table III-2:  Preliminary Implementation Schedule,pp. 71: Table III-2:  Preliminary Implementation Schedule (Page 2),pp. 72: Table III-2:  Preliminary Implementation Schedule (Page 3),pp. 73: Table III-2:  Preliminary Implementation Schedule (Page 4),pp. 74: Table III-2:  Preliminary Implementation Schedule (Page 5),pp. 75: Table III-2:  Preliminary Implementation Schedule (Page 6),pp. 76: IV. Scenario Process,pp. 77: A. Introduction,pp. 78: Map IV-1: Old City Planning Area: Geographical Sub-Areas,pp. 81: B. Scenario I: No Intervention,pp. 82: Table IV-1: Profile of Old City: Base Case by Type of Activities,pp. 83: Table IV-2: Profile of Old City: Base Case by Geographical Area,pp. 84: Table IV-3: Profile of Old City: Scenario 1 by Type of Activities,pp. 85: Table IV-4: Profile of Old City: Scenario 1 by Geographical Areas,pp. 89: C. Scenario II: Minor Intervention,pp. 90: Table IV-5: Profile of Old City: Scenario II by Type of Activities,pp. 91: Table IV-6: Profile of Old City: Scenario II by Geographical Areas,pp. 94: D. Scenario III: Substantial Intervention,pp. 95: Table IV-7: Profile of Old City: Scenario III by Type of Activities",
4373,Old City Study: Part B,1978,Venturi and Rauch,"E. L. Crow,Vuchic and Dunlay",Center City East,"Center City East,Olde City,Riverfront,Society Hill,Washington Square",HT 177 P5 V45 pt. B,"pp. 1: select a section,pp. 1: Title Page,pp. 3: Table of Contents,pp. 12: Acknowledgements,pp. 14: Profiles of Old City,pp. 15: A. Geographic Profile,pp. 17: B. Physical Profile,pp. 18: C. Economic Profile,pp. 55: D. Geographic Sectors,pp. 77: E. Real Estate Profile",
4374,Old City Study: Part C,1978,Venturi and Rauch,"E. L. Crow,Vuchic and Dunlay",Center City East,"Center City East,Olde City,Riverfront,Society Hill,Washington Square",HT 177 P5 V45 pt. C,"pp. 1: select a section,pp. 1: Title Page,pp. 3: Table of Contents,pp. 13: Acknowledgements,pp. 15: Problem Identification,pp. 24: Prospects & Potentials,pp. 62: Development Opprotunities",
4375,Old City Study: Part D,1978,Venturi and Rauch,"E. L. Crow,Vuchic and Dunlay",Center City East,"Center City East,Olde City,Riverfront,Society Hill,Washington Square",HT 177 P5 V45 pt. D,"pp. 1: select a section,pp. 1: Title Page,pp. 3: Table of Contents,pp. 13: Acknowledgements,pp. 15: Rehabilitation Guidelines",
4376,Old City Study: Part E,1978,Venturi and Rauch,"E. L. Crow,Vuchic and Dunlay",Center City East,"Center City East,Olde City,Riverfront,Society Hill,Washington Square",HT 177 P5 V45 pt. E,"pp. 1: select a section,pp. 1: Title Page,pp. 3: Table of Contents,pp. 9: List of Maps,pp. 10: List of Figures,pp. 11: List of Tables,pp. 13: Acknowledgements,pp. 15: Appendix,pp. 16: A. Legal Considerations,pp. 29: B. Sample Facade Easement Agreement,pp. 37: C. Secretary of the Interior's Standards,pp. 51: D. Typical Economic Pro Formas,pp. 62: E. Trip Generation Analysis,pp. 67: Map: Traffic Generation,pp. 69: F. Volumes & Capacities of Streets,pp. 77: G. Parking Utilization,pp. 83: Map: Car Parking Duration,pp. 84: Map: Truck Parking Duration,pp. 89: Map: Transportation Analysis Blocks,pp. 92: H. General Outline of Repairs to Church St.",
6340,Old City. Plan for the Old City,1960,"Harbeson, Hough, Livingston and Larson",,Center City East,"Center City East,Olde City,Riverfront,Society Hill,Washington Square",NAC 6827 P53 H25,"pp. 1: select a section,pp. 1: Cover - recto,pp. 2: Cover - verso,pp. 3: Illustration,pp. 4: Title Page,pp. 6: Introduction,pp. 7: Elements of the Plan,pp. 10: Map 1: Historic Sites, Community Facilities & Positive Factors,pp. 11: Map 2: Existing Land Use,pp. 12: Map 3: Proposed Land Use,pp. 13: Map 4: Existing Zoning,pp. 14: Map 5: Proposed Zoning,pp. 15: Map 6: Existing Traffic & Parking,pp. 16: Map 7: Proposed Traffic & Parking,pp. 17: Map 8: Existing & Proposed Transit Lines,pp. 18: Map 9: Proposed Street Changes,pp. 19: Map 10: Assessed Valuations,pp. 20: Map 11: Assessed Valuations,pp. 20: Statistical Summary,pp. 21: Map 12: Preliminary Site Plan,pp. 22: Map 13: Preliminary Site Plan with Washington Sq. East",
5926,Pattison Avenue East: Redevelopment Area Plan,1955,Philadelphia City Planning Commission,,South Philadelphia,"Girard Estates,Grays Ferry,Pennsport,Point Breeze,Schuylkill,South,Wharton",NA 9127 P4 A265 1929,"pp. 1: select a section,pp. 1: Cover,pp. 2: Cover,pp. 4: Title Page,pp. 5: The Commission,pp. 6: Contents,pp. 7: Maps List,pp. 8: Images List,pp. 9: Letter of Transmittal,pp. 10: Photo: Walt Whitman Bridge,pp. 11: Introduction,pp. 12: Map: Transportation Network,pp. 12: Service Transportation Network,pp. 13: Preliminary Site Plan,pp. 14: Map: Preliminary Site Plan,pp. 15: Map: Preliminary Site Plan,pp. 16: Map: Preliminary Site Plan,pp. 17: Map: Preliminary Site Plan,pp. 18: Map: Preliminary Site Plan,pp. 19: Boundaries,pp. 19: Existing Land Use,pp. 20: Map: Existing Land Use,pp. 21: Proposed Land Use,pp. 22: Map: Proposed Land Use,pp. 23: Proposed Standards,pp. 23: Table: Area A - Food Distribution Center,pp. 23: Table: Area B - Residential Development,pp. 24: Map: Project Areas,pp. 25: Existing Zoning,pp. 26: Map: Existing Zoning,pp. 27: Proposed Zoning,pp. 28: Map: Proposed Zoning,pp. 29: Transit Lines,pp. 29: Proposed Street Changes,pp. 30: Map: Proposed Streets,pp. 31: Rehousing of Displaced Families,pp. 31: Estimated Acquisition and Development Cost,pp. 32: Proposed Controls",
5932,Pemberton Redevelopment Area,1967,Philadelphia City Planning Commission,,South Philadelphia,"Girard Estates,Grays Ferry,Pennsport,Point Breeze,Schuylkill,South,Wharton",CITIES P53-792 Pemberton,"pp. 1: select a section,pp. 1: Title Page,pp. 2: Table of Contents,pp. 3: Maps & Images List,pp. 4: Letter of Transmittal,pp. 5: Certification with Amendment,pp. 7: Map: Boundaries,pp. 8: Pemberton Redevelopment Area,pp. 9: Photos: Blighted Conditions,pp. 10: Maps: Exisiting and Proposed Land Use,pp. 10: Existing Land Use,pp. 10: Proposed Land Use,pp. 11: Map: Preliminary Site Plan,pp. 11: Preliminary Site Plan,pp. 12: Proposed Street Changes,pp. 12: Proposed Zoning,pp. 12: Proposed Standards,pp. 12: Rehousing of Displaced Families,pp. 13: Estimated Cost of Acquisition,pp. 13: Controls",
4074,Penn Center,1952,Philadelphia City Planning Commission,,Center City East,"Center City West,Fitler Square,Rittenhouse Square,Spring Garden",HT 177 P47 P44 1952,"pp. 1: select a section,pp. 1: Cover,pp. 2: Title page,pp. 3: City Planning Commission,pp. 4: Contents,pp. 5: Model: View of Proposed Penn Center,pp. 6: Letter of Transmittal,pp. 7: Map: Existing Land Use,pp. 8: I. Boundaries and Existing Land Uses,pp. 9: Map: Proposed Land Use,pp. 10: II. Proposed Land Uses Following Redevelopment,pp. 12: III. Proposed Standards of Population, Land and Buildings,pp. 13: Artist Sketch of sunken pedestrian plaza...,pp. 15: Map: Preliminary Site Plan,pp. 16: IV. Preliminary Site Plan,pp. 19: Map: Proposed Zoning Changes,pp. 20: V. Proposed Zoning Changes,pp. 21: Map: Proposed Street Layout,pp. 22: VI. Proposed Changes in Street Layout,pp. 25: Cross section of the proposed commercial center,pp. 26: VII. Rehousing of Displaced Persons,pp. 27: VII. Estimated Cost of Acquisition",
5934,Pennsport Redevelopment Area Plan,1968,Philadelphia City Planning Commission,,South Philadelphia,"Girard Estates,Grays Ferry,Pennsport,Point Breeze,Schuylkill,South,Wharton",HT 177 P47 P4566 1968,"pp. 1: select a section,pp. 1: Cover,pp. 2: Title Page,pp. 3: Table of Contents,pp. 4: Maps List,pp. 5: Letter of Transmittal,pp. 6: Certification,pp. 8: Map: Area Plan Boundary,pp. 9: Introduction,pp. 11: Photos: Blighted Conditions,pp. 12: Boundaries and Existing Land Use,pp. 13: Map: Existing Land Use,pp. 13: Existing Land Use Plan,pp. 14: Map: Existing Public Uses,pp. 14: Public Use Plan,pp. 15: Proposed Land Use,pp. 16: Map: Proposed Land Use,pp. 16: Proposed Land Use Plan,pp. 17: Preliminary Site Plan,pp. 18: Map: Site Plan,pp. 19: Proposed Street Changes,pp. 19: Proposed Zoning Changes,pp. 20: Rehousing of Displaced Families,pp. 20: Estimated Cost of Acquisition,pp. 21: Map: Property Acquisition,pp. 22: Proposed Standards,pp. 23: Controls,pp. 24: Map: Land Use Intensity",
4131,Philadelphia Redevelopment Areas,1965,Philadelphia City Planning Commission,,,,NA 9100 P494 P45 1965x,"pp. 1: select a section,pp. 1: Front cover--recto,pp. 2: Redevelopment Areas: Date Certified,pp. 3: Redevelopment Areas: Date Published,pp. 4: Redevelopment Areas: Philadelphia,pp. 4: Aramingo,pp. 4: Mill Creek,pp. 4: Old City,pp. 4: Passyunk Square,pp. 5: Southeast Central,pp. 5: Temple,pp. 5: Triangle,pp. 6: University,pp. 6: Poplar,pp. 7: Eastwick,pp. 7: Lehigh,pp. 7: Powelton,pp. 7: Southwest Central,pp. 8: Fairmount,pp. 8: Lombard,pp. 8: North Central,pp. 8: Rittenhouse-Germantown,pp. 9: Pattison Avenue West,pp. 9: Morton,pp. 10: Whitman,pp. 10: Nicetown,pp. 10: College Avenue,pp. 10: Haddington,pp. 11: Hartranft,pp. 11: Ontario,pp. 11: Delaware River Port South,pp. 11: Port Richmond,pp. 11: Pratt Street,pp. 12: Strawberry Mansion,pp. 12: Center City,pp. 13: Center City,pp. 13: West Philadelphia,pp. 13: Germantown",
4088,Port Richmond Redevelopment Area Plan,1963,Philadelphia City Planning Commission,,Frankford / Kensington,"Fishtown,Frankford,Harrowgate,Kensington,Port Richmond,Richmond,West Kensington",HT 177 P5 P5354 1963,"pp. 1: select a section,pp. 1: Front cover--recto,pp. 2: City Planning Commission,pp. 3: Letter from G. Holmes Perkins,pp. 4: Contents,pp. 9: Map: Boundaries,pp. 10: Photo: Photographs of Blighted Conditions,pp. 12: Map: Existing Land Use,pp. 14: Map: Proposed Land Use,pp. 15: Map: Preliminary Site Plan,pp. 17: Map: Existing Zones,pp. 18: Map: Proposed Zoning",
5986,Roxborough-Manayunk Area : a Pre-Planning Study.,1955,Philadelphia City Planning Commission,,Northwest Area,"Chestnut Hill,East Falls,East Mount Airy,Germantown,Manayunk,Mount Airy,Roxborough,West Mount Airy,Wissahickon",HT 168 P43 P47 1955,"pp. 1: select a section,pp. 1: Cover,pp. 2: Title Page,pp. 3: Table of Contents,pp. 4: Introduction,pp. 6: I. The Roxborough Manayunk Area,pp. 11: II. Social Data,pp. 14: III. Population Characteristics,pp. 18: IV. Housing,pp. 25: V. Community Facilities,pp. 33: VI. Retail Trade Centers,pp. 36: VII. Industry and Industrial Land Use,pp. 40: VIII. Transportation,pp. 44: IX. Summary of Land Use,pp. 47: X. Conclusion,pp. 49: Appendix",
6147,Schuylkill Neighborhood : a Neighborhood Study,1949,Aaron Levine,Aaron Levine,South Philadelphia,"Girard Estates,Grays Ferry,Pennsport,Point Breeze,Schuylkill,South,Wharton",711.0974 P532L,"pp. 1: select a section,pp. 1: Title Page,pp. 2: Contents,pp. 3: Foreward,pp. 4: Problem,pp. 4: Procedure,pp. 5: Physical Factors,pp. 6: Map: Land Use,pp. 8: Map: Substandard Housing,pp. 10: Map: Vehicular Traffic Flow,pp. 11: Map: Monthly Dwelling Unit Rentals,pp. 12: Economic Factors,pp. 13: Map: Social Organization Membership,pp. 14: Social Factors,pp. 17: Map: Non-White Households,pp. 19: Map: Churches and Schools,pp. 21: Map: Arrests - 1945,pp. 22: trends Affecting the Area,pp. 22: Plans Affecting the Area,pp. 23: Conclusions",
4327,Schuylkill River Park,1964,Philadelphia City Planning Commission Written by,,Center City East,"Center City West,Fitler Square,Rittenhouse Square,Spring Garden",HT 177 P47 S38 1964,"pp. 1: select a section,pp. 1: Cover,pp. 3: Title Page,pp. 5: Letter of Transmittal,pp. 7: Table of Contents,pp. 8: Aerial View of Schuylkill River and surroundings,pp. 9: Introduction,pp. 10: Photographs of blighted conditions,pp. 11: Existing Conditions,pp. 12: Aerial View of Center City from the West,pp. 13: Objectives,pp. 14: Existing Land Use,pp. 14: Proposed Land Use,pp. 15: Aerial View looking North to Art Museum,pp. 16: Map: Existing Land Use,pp. 17: Map: Proposed Land Use,pp. 18: Zoning,pp. 18: Proposed Standards of Development,pp. 20: Map: Exisitng Zoning,pp. 21: Map: Proposed Zoning,pp. 22: Addition to Fairmount Park,pp. 23: Map: Existing Movement Pattern,pp. 24: Proposed Movement Pattern,pp. 25: Map: Proposed Movement Pattern,pp. 26: Proposed Street Changes,pp. 27: Proposed StreetMap: Changes,pp. 28: Housing of Displaced Families,pp. 28: Estimated Cost of Acquisition,pp. 28: Continuing Controls,pp. 29: Preliminary Site Plan,pp. 30: Map: Typical Section of Quay and Pedestrian Terrace,pp. 31: Map: Preliminary Site Plan,pp. 33: Map: Perspective of Site Plan,pp. 34: Map: Section Perspective",
6301,Schuylkill River Study,1979,"Pennsylvania Environmental Council, Inc.",,,,QH 76.5 P4 P45 1979,"pp. 1: select a section,pp. 1: Title Page,pp. 2: Acknowledgements,pp. 3: Contents,pp. 5: Tables,pp. 6: Maps,pp. 7: Figures,pp. 9: I. The Introduction,pp. 33: II. The River Region,pp. 66: III. The Study Area,pp. 218: IV. The Study Recommendations,pp. 347: Appendices,pp. 349: A: Regional Recreation/Conservation Areas/Links,pp. 360: B: Summary: Existing Conditions,pp. 397: C: Resources and Resource Uses,pp. 447: E: Local Recreation/Conservation Organizations,pp. 453: F: Implementation Tools,pp. 470: G: PA Scenic Rivers Designation,pp. 477: H: Selected Bibliography",
5937,South Central Redevelopment Area Plan,1968,Philadelphia City Planning Commission,,South Philadelphia,"Girard Estates,Grays Ferry,Pennsport,Point Breeze,Schuylkill,South,Wharton",NA 9100 P494 P422 1968,"pp. 1: select a section,pp. 1: Cover,pp. 2: Title Page,pp. 3: Table of Contents,pp. 4: Letter of Transmittal,pp. 5: Certification,pp. 7: Introduction,pp. 9: Photos of Blighted Conditions,pp. 10: Map: Existing Land Use,pp. 11: Existing Land Use and Boundaries,pp. 13: Map: Proposed Land Use,pp. 14: Proposed Land Use,pp. 16: Map: Illustrative Site Plan,pp. 17: Map: Public Uses,pp. 18: Public Use Plan,pp. 18: Major Circulation Routes & Proposed Street Changes,pp. 18: Illustrative Site Plan,pp. 19: Housing of Displaced Persons,pp. 19: Estimated Cost of Acquisition & Site Preparation,pp. 20: Map: Land Use Intensity,pp. 21: Continuing Controls and Standards",
